Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,reptiles,dense,Baseline,None,30,10,59.48,11.56,40.6,77.2,54.86,0.0
inceptionv3,reptiles,dense,tafe,0.0,30,10,61.82,11.76,34.8,75.4,50.38,4.59
inceptionv3,reptiles,dense,tafe,1e-45,30,10,59.78,6.34,47.8,69.4,5.24,95.9
inceptionv3,reptiles,dense,tafe,1e-25,30,10,56.04,5.2,46.4,62.4,4.29,97.66
inceptionv3,reptiles,dense,tafe,1e-15,30,10,51.42,3.1,46.8,56.6,4.18,98.73
inceptionv3,reptiles,dense,tafe,1e-05,30,10,36.34,4.38,27.8,41.8,2.61,99.9
resnet50,reptiles,dense,Baseline,None,30,10,20.0,0.0,20.0,20.0,49.6,0.0
resnet50,reptiles,dense,tafe,0.0,30,10,20.0,0.0,20.0,20.0,19.8,65.92
resnet50,reptiles,dense,tafe,1e-45,30,10,20.22,0.66,20.0,22.2,4.84,94.92
resnet50,reptiles,dense,tafe,1e-25,30,10,20.0,0.0,20.0,20.0,3.78,95.46
resnet50,reptiles,dense,tafe,1e-15,30,10,20.0,0.0,20.0,20.0,3.49,96.04
resnet50,reptiles,dense,tafe,1e-05,30,10,20.0,0.0,20.0,20.0,2.67,97.75
